;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo;;
5419;san pedro de la paz;no le interesa;mapuche;hombre;260;2011;8108;;
5420;san pedro de la paz;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;69;2011;8108;;
5421;san pedro de la paz;trabaja o busca trabajo;mapuche;hombre;402;2011;8108;;
5422;san pedro de la paz;ayuda en la casa o quehaceres del hogar;mapuche;mujer;423;2011;8108;;
5423;san pedro de la paz;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;2421;2011;8108;;
5424;san pedro de la paz;terminó estudiar;mapuche;mujer;69;2011;8108;;
5425;san pedro de la paz;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;138;2011;8108;;
5426;san pedro de la paz;problemas familiares;mapuche;hombre;73;2011;8108;;
5427;san rafael;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;199;2011;7110;;
5428;san rafael;no le interesa;no pertenece a ningún pueblo indígena;mujer;11;2011;7110;;
5429;san rafael;dificultad económica;no pertenece a ningún pueblo indígena;hombre;66;2011;7110;;
5430;san rafael;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;10;2011;7110;;
5431;san rafael;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;10;2011;7110;;
5432;san rafael;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;50;2011;7110;;
5433;san rafael;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;374;2011;7110;;
5434;san rafael;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;33;2011;7110;;
5435;san rafael;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;67;2011;7110;;
5436;san rafael;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;133;2011;7110;;
5437;san rafael;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;58;2011;7110;;
5438;san rafael;dificultad económica;no pertenece a ningún pueblo indígena;mujer;83;2011;7110;;
5439;san rafael;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;40;2011;7110;;
5440;san rafael;no le interesa;no pertenece a ningún pueblo indígena;hombre;87;2011;7110;;
5441;san ramón;trabaja o busca trabajo;mapuche;mujer;201;2011;13131;;
5442;san ramón;dificultad económica;no pertenece a ningún pueblo indígena;mujer;94;2011;13131;;
5443;san ramón;terminó estudiar;mapuche;mujer;186;2011;13131;;
5444;san ramón;otra razón;mapuche;mujer;98;2011;13131;;
5445;san ramón;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1154;2011;13131;;
5446;san ramón;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;302;2011;13131;;
5447;san ramón;otra razón;mapuche;hombre;135;2011;13131;;
5448;san ramón;enfermedad que lo inhabilita;mapuche;mujer;98;2011;13131;;
5449;san ramón;no le interesa;no pertenece a ningún pueblo indígena;mujer;107;2011;13131;;
5450;san ramón;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;2271;2011;13131;;
5451;san ramón;no le interesa;mapuche;mujer;361;2011;13131;;
5452;san ramón;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;84;2011;13131;;
5453;san ramón;dificultad económica;no pertenece a ningún pueblo indígena;hombre;472;2011;13131;;
5454;san ramón;problemas familiares;no pertenece a ningún pueblo indígena;hombre;175;2011;13131;;
5455;san ramón;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1734;2011;13131;;
5456;san ramón;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;2038;2011;13131;;
5457;san ramón;no le interesa;no pertenece a ningún pueblo indígena;hombre;81;2011;13131;;
5458;san ramón;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3490;2011;13131;;
5459;san rosendo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;13;2011;8310;;
5460;san rosendo;terminó estudiar;mapuche;hombre;18;2011;8310;;
5461;san rosendo;dificultad económica;no pertenece a ningún pueblo indígena;hombre;10;2011;8310;;
5462;san rosendo;dificultad económica;no pertenece a ningún pueblo indígena;mujer;36;2011;8310;;
5463;san rosendo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;94;2011;8310;;
5464;san rosendo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;13;2011;8310;;
5465;san rosendo;trabaja o busca trabajo;mapuche;mujer;18;2011;8310;;
5466;san rosendo;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;13;2011;8310;;
5467;san rosendo;otra razón;no pertenece a ningún pueblo indígena;hombre;27;2011;8310;;
5468;san rosendo;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;9;2011;8310;;
5469;san rosendo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;54;2011;8310;;
5470;san rosendo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;98;2011;8310;;
5471;san rosendo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;44;2011;8310;;
5472;san vicente;trabaja o busca trabajo;mapuche;hombre;58;2011;6117;;
5473;san vicente;no le interesa;no pertenece a ningún pueblo indígena;hombre;48;2011;6117;;
5474;san vicente;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1276;2011;6117;;
5475;san vicente;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;102;2011;6117;;
5476;san vicente;dificultad económica;no pertenece a ningún pueblo indígena;mujer;355;2011;6117;;
5477;san vicente;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;17;2011;6117;;
5478;san vicente;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;278;2011;6117;;
5479;san vicente;terminó estudiar;mapuche;hombre;54;2011;6117;;
5480;san vicente;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;691;2011;6117;;
5481;san vicente;terminó estudiar;mapuche;mujer;61;2011;6117;;
5482;san vicente;embarazo, maternidad o paternidad;atacameño (likán antai);mujer;52;2011;6117;;
5483;san vicente;otra razón;mapuche;hombre;44;2011;6117;;
5484;san vicente;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;290;2011;6117;;
5485;san vicente;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1605;2011;6117;;
5486;san vicente;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;239;2011;6117;;
5487;san vicente;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;52;2011;6117;;
5488;san vicente;otra razón;no pertenece a ningún pueblo indígena;hombre;382;2011;6117;;
5489;san vicente;problemas familiares;no pertenece a ningún pueblo indígena;hombre;58;2011;6117;;
5490;san vicente;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;52;2011;6117;;
5491;san vicente;no le interesa;no pertenece a ningún pueblo indígena;mujer;48;2011;6117;;
5492;san vicente;dificultad económica;no pertenece a ningún pueblo indígena;hombre;355;2011;6117;;
5493;san vicente;otra razón;no pertenece a ningún pueblo indígena;mujer;165;2011;6117;;
5494;san vicente;problemas familiares;no pertenece a ningún pueblo indígena;mujer;61;2011;6117;;
5495;san vicente;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;785;2011;6117;;
5496;santa bárbara;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;23;2011;8311;;
5497;santa bárbara;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;200;2011;8311;;
5498;santa bárbara;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;224;2011;8311;;
5499;santa bárbara;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;209;2011;8311;;
5500;santa bárbara;no le interesa;no pertenece a ningún pueblo indígena;mujer;60;2011;8311;;
5501;santa bárbara;ayuda en la casa o quehaceres del hogar;mapuche;mujer;23;2011;8311;;
5502;santa bárbara;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;32;2011;8311;;
5503;santa bárbara;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;87;2011;8311;;
5504;santa bárbara;trabaja o busca trabajo;mapuche;hombre;46;2011;8311;;
5505;santa bárbara;dificultad económica;no pertenece a ningún pueblo indígena;hombre;116;2011;8311;;
5506;santa bárbara;dificultad económica;no pertenece a ningún pueblo indígena;mujer;55;2011;8311;;
5507;santa bárbara;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;125;2011;8311;;
5508;santa bárbara;trabaja o busca trabajo;mapuche;mujer;84;2011;8311;;
5509;santa bárbara;terminó estudiar;mapuche;mujer;121;2011;8311;;
5510;santa bárbara;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;205;2011;8311;;
5511;santa bárbara;no le interesa;no pertenece a ningún pueblo indígena;hombre;37;2011;8311;;
5512;santa cruz;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;117;2011;6310;;
5513;santa cruz;no le interesa;no pertenece a ningún pueblo indígena;mujer;59;2011;6310;;
5514;santa cruz;ayuda en la casa o quehaceres del hogar;aymara;mujer;53;2011;6310;;
5515;santa cruz;otra razón;no pertenece a ningún pueblo indígena;hombre;180;2011;6310;;
5516;santa cruz;dificultad económica;no pertenece a ningún pueblo indígena;hombre;115;2011;6310;;
5517;santa cruz;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1574;2011;6310;;
5518;santa cruz;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;846;2011;6310;;
5519;santa cruz;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;269;2011;6310;;
5520;santa cruz;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;94;2011;6310;;
5521;santa cruz;dificultad económica;no pertenece a ningún pueblo indígena;mujer;338;2011;6310;;
5522;santa cruz;no le interesa;no pertenece a ningún pueblo indígena;hombre;122;2011;6310;;
5523;santa cruz;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;506;2011;6310;;
5524;santa cruz;terminó estudiar;mapuche;hombre;39;2011;6310;;
5525;santa cruz;otra razón;no pertenece a ningún pueblo indígena;mujer;45;2011;6310;;
5526;santa cruz;problemas familiares;no pertenece a ningún pueblo indígena;hombre;53;2011;6310;;
5527;santa cruz;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;674;2011;6310;;
5528;santa cruz;trabaja o busca trabajo;mapuche;mujer;123;2011;6310;;
5529;santa cruz;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;703;2011;6310;;
5530;santa juana;no le interesa;no pertenece a ningún pueblo indígena;mujer;23;2011;8109;;
5531;santa juana;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;101;2011;8109;;
5532;santa juana;no le interesa;no pertenece a ningún pueblo indígena;hombre;75;2011;8109;;
5533;santa juana;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;336;2011;8109;;
5534;santa juana;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;467;2011;8109;;
5535;santa juana;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;26;2011;8109;;
5536;santa juana;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;86;2011;8109;;
5537;santa juana;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;278;2011;8109;;
5538;santa maría;dificultad económica;no pertenece a ningún pueblo indígena;mujer;108;2011;5706;;
5539;santa maría;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;418;2011;5706;;
5540;santa maría;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;464;2011;5706;;
5541;santa maría;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;mujer;41;2011;5706;;
5542;santa maría;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;377;2011;5706;;
5543;santa maría;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;39;2011;5706;;
5544;santa maría;no le interesa;no pertenece a ningún pueblo indígena;hombre;74;2011;5706;;
5545;santa maría;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;112;2011;5706;;
5546;santa maría;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;422;2011;5706;;
5547;santa maría;dificultad económica;no pertenece a ningún pueblo indígena;hombre;95;2011;5706;;
5548;santa maría;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;29;2011;5706;;
5549;santiago;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;1152;2011;13101;;
5550;santiago;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;3768;2011;13101;;
5551;santiago;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;164;2011;13101;;
5552;santiago;no le interesa;no pertenece a ningún pueblo indígena;hombre;200;2011;13101;;
5553;santiago;trabaja o busca trabajo;mapuche;mujer;198;2011;13101;;
5554;santiago;otra razón;no pertenece a ningún pueblo indígena;mujer;1549;2011;13101;;
5555;santiago;terminó estudiar;mapuche;hombre;47;2011;13101;;
5556;santiago;trabaja o busca trabajo;mapuche;hombre;67;2011;13101;;
5557;santiago;dificultad económica;no pertenece a ningún pueblo indígena;hombre;1176;2011;13101;;
5558;santiago;dificultad económica;no pertenece a ningún pueblo indígena;mujer;648;2011;13101;;
5559;santiago;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;5221;2011;13101;;
5560;santiago;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;112;2011;13101;;
5561;santiago;dificultad económica;mapuche;mujer;94;2011;13101;;
5562;santiago;terminó estudiar;mapuche;mujer;115;2011;13101;;
5563;santiago;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;4808;2011;13101;;
5564;santiago;embarazo, maternidad o paternidad;mapuche;mujer;106;2011;13101;;
5565;santiago;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;47;2011;13101;;
5566;santiago;no le interesa;no pertenece a ningún pueblo indígena;mujer;379;2011;13101;;
5567;santiago;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;6458;2011;13101;;
5568;santiago;otra razón;no pertenece a ningún pueblo indígena;hombre;641;2011;13101;;
5569;santo domingo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;409;2011;5606;;
5570;santo domingo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;78;2011;5606;;
5571;santo domingo;trabaja o busca trabajo;mapuche;hombre;39;2011;5606;;
5572;santo domingo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;39;2011;5606;;
5573;santo domingo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;175;2011;5606;;
5574;santo domingo;dificultad económica;no pertenece a ningún pueblo indígena;mujer;39;2011;5606;;
5575;santo domingo;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;39;2011;5606;;
5576;santo domingo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;331;2011;5606;;
5577;sierra gorda;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;26;2011;2103;;
5578;sierra gorda;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;52;2011;2103;;
5579;sierra gorda;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;52;2011;2103;;
5580;sierra gorda;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;141;2011;2103;;
5581;sierra gorda;dificultad económica;no pertenece a ningún pueblo indígena;mujer;26;2011;2103;;
5582;sierra gorda;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;99;2011;2103;;
5583;sierra gorda;dificultad económica;no pertenece a ningún pueblo indígena;hombre;52;2011;2103;;
5584;talagante;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;123;2011;13601;;
5585;talagante;dificultad económica;mapuche;hombre;123;2011;13601;;
5586;talagante;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;123;2011;13601;;
5587;talagante;otra razón;no pertenece a ningún pueblo indígena;hombre;773;2011;13601;;
5588;talagante;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;169;2011;13601;;
5589;talagante;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;780;2011;13601;;
5590;talagante;trabaja o busca trabajo;mapuche;hombre;113;2011;13601;;
5591;talagante;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;mujer;123;2011;13601;;
5592;talagante;problemas familiares;no pertenece a ningún pueblo indígena;hombre;90;2011;13601;;
5593;talagante;otra razón;mapuche;hombre;113;2011;13601;;
5594;talagante;trabaja o busca trabajo;mapuche;mujer;70;2011;13601;;
5595;talagante;no le interesa;no pertenece a ningún pueblo indígena;hombre;120;2011;13601;;
5596;talagante;dificultad económica;no pertenece a ningún pueblo indígena;mujer;299;2011;13601;;
5597;talagante;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;419;2011;13601;;
5598;talagante;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;4517;2011;13601;;
5599;talagante;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1022;2011;13601;;
5600;talagante;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1559;2011;13601;;
5601;talagante;otra razón;no pertenece a ningún pueblo indígena;mujer;203;2011;13601;;
5602;talagante;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1535;2011;13601;;
5603;talagante;dificultad económica;no pertenece a ningún pueblo indígena;hombre;226;2011;13601;;
5604;talagante;dificultad económica;mapuche;mujer;123;2011;13601;;
5605;talagante;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;161;2011;13601;;
5606;talca;otra razón;no pertenece a ningún pueblo indígena;mujer;389;2011;7101;;
5607;talca;embarazo, maternidad o paternidad;mapuche;mujer;121;2011;7101;;
5608;talca;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;69;2011;7101;;
5609;talca;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;73;2011;7101;;
5610;talca;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;51;2011;7101;;
5611;talca;terminó estudiar;mapuche;mujer;132;2011;7101;;
5612;talca;problemas familiares;no pertenece a ningún pueblo indígena;hombre;68;2011;7101;;
5613;talca;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;220;2011;7101;;
5614;talca;no le interesa;no pertenece a ningún pueblo indígena;mujer;283;2011;7101;;
5615;talca;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;2017;2011;7101;;
5616;talca;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;124;2011;7101;;
5617;talca;dificultad económica;no pertenece a ningún pueblo indígena;hombre;855;2011;7101;;
5618;talca;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;4602;2011;7101;;
5619;talca;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;272;2011;7101;;
5620;talca;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;4064;2011;7101;;
5621;talca;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;167;2011;7101;;
5622;talca;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;326;2011;7101;;
5623;talca;trabaja o busca trabajo;mapuche;hombre;257;2011;7101;;
5624;talca;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;56;2011;7101;;
5625;talca;no le interesa;no pertenece a ningún pueblo indígena;hombre;222;2011;7101;;
5626;talca;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;133;2011;7101;;
5627;talca;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;10392;2011;7101;;
5628;talca;problemas familiares;no pertenece a ningún pueblo indígena;mujer;235;2011;7101;;
5629;talca;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1640;2011;7101;;
5630;talca;terminó estudiar;mapuche;hombre;76;2011;7101;;
5631;talca;dificultad económica;no pertenece a ningún pueblo indígena;mujer;1495;2011;7101;;
5632;talca;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;59;2011;7101;;
5633;talca;otra razón;no pertenece a ningún pueblo indígena;hombre;259;2011;7101;;
5634;talca;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;3668;2011;7101;;
5635;talcahuano;trabaja o busca trabajo;mapuche;mujer;175;2011;8110;;
5636;talcahuano;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;5330;2011;8110;;
5637;talcahuano;dificultad económica;no pertenece a ningún pueblo indígena;mujer;4729;2011;8110;;
5638;talcahuano;ayuda en la casa o quehaceres del hogar;mapuche;mujer;120;2011;8110;;
5639;talcahuano;embarazo, maternidad o paternidad;mapuche;mujer;382;2011;8110;;
5640;talcahuano;no le interesa;no pertenece a ningún pueblo indígena;hombre;355;2011;8110;;
5641;talcahuano;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;42;2011;8110;;
5642;talcahuano;otra razón;no pertenece a ningún pueblo indígena;mujer;145;2011;8110;;
5643;talcahuano;trabaja o busca trabajo;quechua;mujer;72;2011;8110;;
5644;talcahuano;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1078;2011;8110;;
5645;talcahuano;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;1249;2011;8110;;
5646;talcahuano;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;133;2011;8110;;
5647;talcahuano;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;134;2011;8110;;
5648;talcahuano;dificultad económica;no pertenece a ningún pueblo indígena;hombre;976;2011;8110;;
5649;talcahuano;otra razón;mapuche;mujer;42;2011;8110;;
5650;talcahuano;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;mujer;108;2011;8110;;
5651;talcahuano;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;2538;2011;8110;;
5652;talcahuano;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;49;2011;8110;;
5653;talcahuano;dificultad económica;mapuche;mujer;52;2011;8110;;
5654;talcahuano;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1871;2011;8110;;
5655;talcahuano;terminó estudiar;mapuche;hombre;53;2011;8110;;
5656;talcahuano;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;126;2011;8110;;
5657;talcahuano;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;2717;2011;8110;;
5658;talcahuano;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;98;2011;8110;;
5659;talcahuano;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;61;2011;8110;;
5660;talcahuano;trabaja o busca trabajo;mapuche;hombre;729;2011;8110;;
5661;talcahuano;otra razón;no pertenece a ningún pueblo indígena;hombre;150;2011;8110;;
5662;talcahuano;no le interesa;no pertenece a ningún pueblo indígena;mujer;134;2011;8110;;
5663;talcahuano;dificultad económica;mapuche;hombre;155;2011;8110;;
5664;taltal;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;475;2011;2104;;
5665;taltal;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;69;2011;2104;;
5666;taltal;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;137;2011;2104;;
5667;taltal;terminó estudiar;diaguita;hombre;18;2011;2104;;
5668;taltal;trabaja o busca trabajo;coya;hombre;11;2011;2104;;
5669;taltal;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;32;2011;2104;;
5670;taltal;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;18;2011;2104;;
5671;taltal;trabaja o busca trabajo;coya;mujer;11;2011;2104;;
5672;taltal;problemas familiares;no pertenece a ningún pueblo indígena;mujer;34;2011;2104;;
5673;taltal;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;21;2011;2104;;
5674;taltal;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;148;2011;2104;;
5675;taltal;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;306;2011;2104;;
5676;taltal;dificultad económica;no pertenece a ningún pueblo indígena;hombre;22;2011;2104;;
5677;taltal;no le interesa;no pertenece a ningún pueblo indígena;mujer;38;2011;2104;;
5678;taltal;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;277;2011;2104;;
5679;taltal;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;36;2011;2104;;
5680;temuco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;2627;2011;9101;;
5681;temuco;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;41;2011;9101;;
5682;temuco;trabaja o busca trabajo;mapuche;mujer;2109;2011;9101;;
5683;temuco;no le interesa;no pertenece a ningún pueblo indígena;hombre;279;2011;9101;;
5684;temuco;problemas familiares;no pertenece a ningún pueblo indígena;hombre;109;2011;9101;;
5685;temuco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;45;2011;9101;;
5686;temuco;problemas de rendimiento;mapuche;hombre;78;2011;9101;;
5687;temuco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;2254;2011;9101;;
5688;temuco;dificultad económica;mapuche;hombre;525;2011;9101;;
5689;temuco;problemas familiares;no pertenece a ningún pueblo indígena;mujer;41;2011;9101;;
5690;temuco;embarazo, maternidad o paternidad;mapuche;mujer;882;2011;9101;;
5691;temuco;terminó estudiar;mapuche;hombre;3840;2011;9101;;
5692;temuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;6494;2011;9101;;
5693;temuco;enfermedad que lo inhabilita;mapuche;hombre;183;2011;9101;;
5694;temuco;no le interesa;no pertenece a ningún pueblo indígena;mujer;131;2011;9101;;
5695;temuco;ayuda en la casa o quehaceres del hogar;mapuche;mujer;853;2011;9101;;
5696;temuco;trabaja o busca trabajo;mapuche;hombre;2446;2011;9101;;
5697;temuco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;431;2011;9101;;
5698;temuco;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;113;2011;9101;;
5699;temuco;otra razón;no pertenece a ningún pueblo indígena;hombre;498;2011;9101;;
5700;temuco;dificultad económica;mapuche;mujer;234;2011;9101;;
5701;temuco;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;mujer;41;2011;9101;;
5702;temuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;4776;2011;9101;;
5703;temuco;otra razón;mapuche;hombre;161;2011;9101;;
5704;temuco;enfermedad que lo inhabilita;mapuche;mujer;88;2011;9101;;
5705;temuco;no le interesa;mapuche;hombre;42;2011;9101;;
5706;temuco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;5136;2011;9101;;
5707;temuco;otra razón;no pertenece a ningún pueblo indígena;mujer;264;2011;9101;;
5708;temuco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;87;2011;9101;;
5709;temuco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;671;2011;9101;;
5710;temuco;tiene una discapacidad,  necesita establecimiento especial;mapuche;mujer;165;2011;9101;;
5711;temuco;terminó estudiar;mapuche;mujer;1920;2011;9101;;
