",""a"",""unlist.b."",""unlist.c."",""unlist.d."",""Freq"",""anio"",""codigo"""
"1896,""San Fabián"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Hombre"",17,""2017"",16304"
"1897,""San Felipe"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",96,""2017"",5701"
"1898,""San Felipe"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1052,""2017"",5701"
"1899,""San Felipe"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",135,""2017"",5701"
"1900,""San Felipe"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",128,""2017"",5701"
"1901,""San Felipe"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",378,""2017"",5701"
"1902,""San Felipe"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",307,""2017"",5701"
"1903,""San Felipe"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",272,""2017"",5701"
"1904,""San Felipe"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",297,""2017"",5701"
"1905,""San Felipe"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",204,""2017"",5701"
"1906,""San Felipe"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",118,""2017"",5701"
"1907,""San Felipe"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",665,""2017"",5701"
"1908,""San Felipe"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",213,""2017"",5701"
"1909,""San Fernando"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",308,""2017"",6301"
"1910,""San Fernando"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",98,""2017"",6301"
"1911,""San Fernando"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",73,""2017"",6301"
"1912,""San Fernando"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",6301"
"1913,""San Fernando"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",121,""2017"",6301"
"1914,""San Fernando"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",178,""2017"",6301"
"1915,""San Fernando"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",100,""2017"",6301"
"1916,""San Fernando"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",68,""2017"",6301"
"1917,""San Fernando"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",296,""2017"",6301"
"1918,""San Fernando"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",106,""2017"",6301"
"1919,""San Fernando"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",27,""2017"",6301"
"1920,""San Fernando"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",47,""2017"",6301"
"1921,""San Fernando"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",46,""2017"",6301"
"1922,""San Fernando"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Hombre"",40,""2017"",6301"
"1923,""San Ignacio"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",86,""2017"",16108"
"1924,""San Ignacio"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",41,""2017"",16108"
"1925,""San Javier"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",74,""2017"",7406"
"1926,""San Javier"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",60,""2017"",7406"
"1927,""San Javier"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",74,""2017"",7406"
"1928,""San Javier"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",256,""2017"",7406"
"1929,""San Javier"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",524,""2017"",7406"
"1930,""San Javier"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",208,""2017"",7406"
"1931,""San Javier"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",60,""2017"",7406"
"1932,""San Javier"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",165,""2017"",7406"
"1933,""San Joaquín"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",220,""2017"",13129"
"1934,""San Joaquín"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",679,""2017"",13129"
"1935,""San Joaquín"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",146,""2017"",13129"
"1936,""San Joaquín"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",103,""2017"",13129"
"1937,""San Joaquín"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",775,""2017"",13129"
"1938,""San Joaquín"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",305,""2017"",13129"
"1939,""San Joaquín"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",146,""2017"",13129"
"1940,""San José de Maipo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",171,""2017"",13203"
"1941,""San Juan de la Costa"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",7,""2017"",10306"
"1942,""San Juan de la Costa"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",5,""2017"",10306"
"1943,""San Juan de la Costa"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",5,""2017"",10306"
"1944,""San Juan de la Costa"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""Mapuche"",""Mujer"",5,""2017"",10306"
"1945,""San Juan de la Costa"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",72,""2017"",10306"
"1946,""San Juan de la Costa"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",9,""2017"",10306"
"1947,""San Juan de la Costa"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",4,""2017"",10306"
"1948,""San Juan de la Costa"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Mapuche"",""Mujer"",5,""2017"",10306"
"1949,""San Juan de la Costa"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",46,""2017"",10306"
"1950,""San Miguel"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",79,""2017"",13130"
"1951,""San Miguel"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",128,""2017"",13130"
"1952,""San Miguel"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",364,""2017"",13130"
"1953,""San Miguel"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",79,""2017"",13130"
"1954,""San Miguel"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",371,""2017"",13130"
"1955,""San Miguel"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",265,""2017"",13130"
"1956,""San Miguel"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",183,""2017"",13130"
"1957,""San Miguel"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",134,""2017"",13130"
"1958,""San Miguel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",270,""2017"",13130"
"1959,""San Miguel"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",128,""2017"",13130"
"1960,""San Miguel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",134,""2017"",13130"
"1961,""San Miguel"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",134,""2017"",13130"
"1962,""San Nicolás"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",16305"
"1963,""San Nicolás"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",234,""2017"",16305"
"1964,""San Nicolás"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",156,""2017"",16305"
"1965,""San Nicolás"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",32,""2017"",16305"
"1966,""San Nicolás"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",166,""2017"",16305"
"1967,""San Nicolás"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",16305"
"1968,""San Nicolás"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",20,""2017"",16305"
"1969,""San Nicolás"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",251,""2017"",16305"
"1970,""San Nicolás"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",62,""2017"",16305"
"1971,""San Nicolás"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",20,""2017"",16305"
"1972,""San Pablo"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",15,""2017"",10307"
"1973,""San Pablo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",44,""2017"",10307"
"1974,""San Pablo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",104,""2017"",10307"
"1975,""San Pablo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",44,""2017"",10307"
"1976,""San Pablo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",47,""2017"",10307"
"1977,""San Pablo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",32,""2017"",10307"
"1978,""San Pablo"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",122,""2017"",10307"
"1979,""San Pedro"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",78,""2017"",13505"
"1980,""San Pedro"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",78,""2017"",13505"
"1981,""San Pedro de Atacama"",""Quehaceres del hogar"",""Atacameño (Likan-Antai)"",""Mujer"",60,""2017"",2203"
"1982,""San Pedro de Atacama"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",27,""2017"",2203"
"1983,""San Pedro de Atacama"",""Está enfermo o tiene una discapacidad"",""Atacameño (Likan-Antai)"",""Hombre"",184,""2017"",2203"
"1984,""San Pedro de Atacama"",""Está enfermo o tiene una discapacidad"",""Atacameño (Likan-Antai)"",""Mujer"",37,""2017"",2203"
"1985,""San Pedro de Atacama"",""Se cansó de buscar o cree que no hay trabajo disponible"",""Atacameño (Likan-Antai)"",""Hombre"",37,""2017"",2203"
"1986,""San Pedro de Atacama"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Atacameño (Likan-Antai)"",""Hombre"",27,""2017"",2203"
"1987,""San Pedro de Atacama"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Atacameño (Likan-Antai)"",""Mujer"",87,""2017"",2203"
"1988,""San Pedro de la Paz"",""No tiene interés en trabajar"",""Mapuche"",""Mujer"",83,""2017"",8108"
"1989,""San Pedro de la Paz"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",90,""2017"",8108"
"1990,""San Pedro de la Paz"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",434,""2017"",8108"
"1991,""San Pedro de la Paz"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",398,""2017"",8108"
"1992,""San Pedro de la Paz"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",368,""2017"",8108"
"1993,""San Pedro de la Paz"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",276,""2017"",8108"
"1994,""San Pedro de la Paz"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",636,""2017"",8108"
"1995,""San Pedro de la Paz"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",450,""2017"",8108"
"1996,""San Rafael"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",20,""2017"",7110"
"1997,""San Rafael"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",81,""2017"",7110"
"1998,""San Rafael"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",44,""2017"",7110"
"1999,""San Rafael"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",113,""2017"",7110"
"2000,""San Rafael"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",65,""2017"",7110"
"2001,""San Rafael"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Aimara"",""Hombre"",65,""2017"",7110"
"2002,""San Rafael"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",60,""2017"",7110"
"2003,""San Rafael"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",24,""2017"",7110"
"2004,""San Rafael"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",7110"
"2005,""San Rafael"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",7110"
"2006,""San Ramón"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",137,""2017"",13131"
"2007,""San Ramón"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",462,""2017"",13131"
"2008,""San Ramón"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",824,""2017"",13131"
"2009,""San Ramón"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",289,""2017"",13131"
"2010,""San Ramón"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",116,""2017"",13131"
"2011,""San Ramón"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",257,""2017"",13131"
"2012,""San Ramón"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",169,""2017"",13131"
"2013,""San Rosendo"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",22,""2017"",8310"
"2014,""San Rosendo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",35,""2017"",8310"
"2015,""San Rosendo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",10,""2017"",8310"
"2016,""San Rosendo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",67,""2017"",8310"
"2017,""San Rosendo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",64,""2017"",8310"
"2018,""San Rosendo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",22,""2017"",8310"
"2019,""San Vicente"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",6117"
"2020,""San Vicente"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",58,""2017"",6117"
"2021,""San Vicente"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",293,""2017"",6117"
"2022,""San Vicente"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",167,""2017"",6117"
"2023,""San Vicente"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",61,""2017"",6117"
"2024,""San Vicente"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",6117"
"2025,""San Vicente"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",358,""2017"",6117"
"2026,""San Vicente"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",48,""2017"",6117"
"2027,""San Vicente"",""Consiguió trabajo que empezará pronto o iniciará pronto una"",""No pertenece a ningún pueblo indígena"",""Hombre"",56,""2017"",6117"
"2028,""San Vicente"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Hombre"",56,""2017"",6117"
"2029,""San Vicente"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",36,""2017"",6117"
"2030,""Santa Bárbara"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",8311"
"2031,""Santa Bárbara"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",311,""2017"",8311"
"2032,""Santa Cruz"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",380,""2017"",6310"
"2033,""Santa Cruz"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",94,""2017"",6310"
"2034,""Santa Cruz"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",370,""2017"",6310"
"2035,""Santa Cruz"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",133,""2017"",6310"
"2036,""Santa Cruz"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",54,""2017"",6310"
"2037,""Santa Cruz"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",351,""2017"",6310"
"2038,""Santa Juana"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",29,""2017"",8109"
"2039,""Santa Juana"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",156,""2017"",8109"
"2040,""Santa Juana"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",142,""2017"",8109"
"2041,""Santa Juana"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",53,""2017"",8109"
"2042,""Santa Juana"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",55,""2017"",8109"
"2043,""Santa María"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",30,""2017"",5706"
"2044,""Santa María"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",160,""2017"",5706"
"2045,""Santa María"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",206,""2017"",5706"
"2046,""Santa María"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",63,""2017"",5706"
"2047,""Santa María"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",5706"
"2048,""Santa María"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Hombre"",77,""2017"",5706"
"2049,""Santiago"",""Otra razón"",""Mapuche"",""Hombre"",39,""2017"",13101"
"2050,""Santiago"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",26,""2017"",13101"
"2051,""Santiago"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",33,""2017"",13101"
"2052,""Santiago"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",174,""2017"",13101"
"2053,""Santiago"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",355,""2017"",13101"
"2054,""Santiago"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",39,""2017"",13101"
"2055,""Santiago"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",101,""2017"",13101"
"2056,""Santiago"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",503,""2017"",13101"
"2057,""Santiago"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",26,""2017"",13101"
"2058,""Santiago"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",13101"
"2059,""Santiago"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",25,""2017"",13101"
"2060,""Santiago"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",75,""2017"",13101"
"2061,""Santiago"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",27,""2017"",13101"
"2062,""Santiago"",""Otra razón"",""Mapuche"",""Mujer"",51,""2017"",13101"
"2063,""Santo Domingo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",5606"
"2064,""Santo Domingo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",19,""2017"",5606"
"2065,""Santo Domingo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",5606"
"2066,""Santo Domingo"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",59,""2017"",5606"
"2067,""Sierra Gorda"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",29,""2017"",2103"
"2068,""Sierra Gorda"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",16,""2017"",2103"
"2069,""Talagante"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",298,""2017"",13601"
"2070,""Talagante"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",120,""2017"",13601"
"2071,""Talagante"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",120,""2017"",13601"
"2072,""Talca"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",105,""2017"",7101"
"2073,""Talca"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",193,""2017"",7101"
"2074,""Talca"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",86,""2017"",7101"
"2075,""Talca"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",326,""2017"",7101"
"2076,""Talca"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",1081,""2017"",7101"
"2077,""Talca"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",645,""2017"",7101"
"2078,""Talca"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",201,""2017"",7101"
"2079,""Talca"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",2615,""2017"",7101"
"2080,""Talca"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",1048,""2017"",7101"
"2081,""Talca"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",122,""2017"",7101"
"2082,""Talca"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",1190,""2017"",7101"
"2083,""Talca"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",164,""2017"",7101"
"2084,""Talca"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",364,""2017"",7101"
"2085,""Talca"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",520,""2017"",7101"
"2086,""Talcahuano"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",76,""2017"",8110"
"2087,""Talcahuano"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",82,""2017"",8110"
"2088,""Talcahuano"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",381,""2017"",8110"
"2089,""Talcahuano"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",453,""2017"",8110"
"2090,""Talcahuano"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",8110"
"2091,""Talcahuano"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",256,""2017"",8110"
"2092,""Talcahuano"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",66,""2017"",8110"
"2093,""Talcahuano"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",8110"
"2094,""Talcahuano"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",132,""2017"",8110"
"2095,""Talcahuano"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",271,""2017"",8110"
"2096,""Taltal"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",79,""2017"",2104"
"2097,""Taltal"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",63,""2017"",2104"
"2098,""Taltal"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",57,""2017"",2104"
"2099,""Taltal"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",241,""2017"",2104"
"2100,""Temuco"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",358,""2017"",9101"
